,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,temperature_medellin,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano
35,0,"['2007', 'w36']",2007,200736,2007-09-08,9,20.7055358886719,35.50864616517579,33.48589098188613,36.29174776051414
36,0,"['2007', 'w37']",2007,200737,2007-09-15,9,20.7055358886719,63.56456384297754,66.84341365565425,61.81656727573207
37,0,"['2007', 'w38']",2007,200738,2007-09-22,9,20.7055358886719,56.59678203441921,57.47152923823555,55.9533261035397
38,0,"['2007', 'w39']",2007,200739,2007-09-29,9,20.7055358886719,58.98382119034348,56.709724240602505,60.08514108886237
39,0,"['2007', 'w40']",2007,200740,2007-10-06,10,19.954406261444106,89.70146941870115,97.71329204034114,86.09158749910056
40,0,"['2007', 'w41']",2007,200741,2007-10-13,10,19.954406261444106,68.90299988598639,73.94488520461006,66.43134158841636
41,0,"['2007', 'w42']",2007,200742,2007-10-20,10,19.954406261444106,48.150601809702174,44.863803452570075,49.518280099540405
42,0,"['2007', 'w43']",2007,200743,2007-10-27,10,19.954406261444106,102.87840062506656,105.55018041951644,101.62678108870364
43,0,"['2007', 'w44']",2007,200744,2007-11-03,11,20.16526222229,38.87780623307663,38.08000052309266,39.20156794352818
44,0,"['2007', 'w45']",2007,200745,2007-11-10,11,20.16526222229,16.49852702390864,15.978010785752454,16.786700909352128
45,0,"['2007', 'w46']",2007,200746,2007-11-17,11,20.16526222229,39.52400991973352,38.75484350084683,39.78394231136923
46,0,"['2007', 'w47']",2007,200747,2007-11-24,11,20.16526222229,30.11811621481546,31.060456797235826,29.714687695397657
47,0,"['2007', 'w48']",2007,200748,2007-12-01,12,20.2003288269043,1.5214586604074185,0.1464389211313736,2.128792406367437
48,0,"['2007', 'w49']",2007,200749,2007-12-08,12,20.2003288269043,12.721332331026005,3.3974597875622736,17.987387618811702
49,0,"['2007', 'w50']",2007,200750,2007-12-15,12,20.2003288269043,23.996584960904087,16.381677949140613,27.443902419047607
50,0,"['2007', 'w51']",2007,200751,2007-12-22,12,20.2003288269043,94.86294638677893,115.44576215697948,84.8992764386342
51,1,"['2007', 'w52']",2007,200752,2007-12-29,12,20.2003288269043,3.5533868290754373,1.4210062957616243,4.458987585516791
52,26,"['2008', 'w01']",2008,200801,2008-01-05,1,20.5455689430237,73.72752954127344,72.85822238231052,73.96899791201261
53,24,"['2008', 'w02']",2008,200802,2008-01-12,1,20.5455689430237,2.456349069544013,1.4495637280929492,2.8694953310829026
54,21,"['2008', 'w03']",2008,200803,2008-01-19,1,20.5455689430237,11.824783838884402,13.958682227940953,10.950673775817279
55,18,"['2008', 'w04']",2008,200804,2008-01-26,1,20.5455689430237,5.8361261945791325,5.953390907895738,5.814858547767472
56,15,"['2008', 'w05']",2008,200805,2008-02-02,2,20.715390682220498,0.0,0.0,0.0
57,17,"['2008', 'w06']",2008,200806,2008-02-09,2,20.715390682220498,20.01973787699832,20.71299483303863,19.82161863734698
58,17,"['2008', 'w07']",2008,200807,2008-02-16,2,20.715390682220498,115.42082614639078,121.87457138006236,112.55725867426132
59,18,"['2008', 'w08']",2008,200808,2008-02-23,2,20.715390682220498,20.503825939641587,20.76028734842936,20.24800175107877
60,22,"['2008', 'w09']",2008,200809,2008-03-01,3,20.8684458732605,74.07867202845324,76.7812485685671,72.81094419541427
61,25,"['2008', 'w10']",2008,200810,2008-03-08,3,20.8684458732605,42.93119896890524,46.20799904468554,41.14528029933538
62,16,"['2008', 'w11']",2008,200811,2008-03-15,3,20.8684458732605,14.157661440972245,13.783305450568454,14.59658164305758
63,15,"['2008', 'w12']",2008,200812,2008-03-22,3,20.8684458732605,35.1151367393095,36.03843038439175,34.78499801256945
64,20,"['2008', 'w13']",2008,200813,2008-03-29,3,20.8684458732605,35.6936983502702,34.375098327507715,36.37947802623365
65,16,"['2008', 'w14']",2008,200814,2008-04-05,4,21.0343399047852,65.48616282468444,69.34898185822125,63.77346349376605
66,17,"['2008', 'w15']",2008,200815,2008-04-12,4,21.0343399047852,18.082078679482237,15.704470697117312,19.36812407885317
67,18,"['2008', 'w16']",2008,200816,2008-04-19,4,21.0343399047852,68.54635272134975,66.37036788359933,69.58482481352732
68,12,"['2008', 'w17']",2008,200817,2008-04-26,4,21.0343399047852,97.91282267445169,98.30835406906937,97.73423587344
69,16,"['2008', 'w18']",2008,200818,2008-05-03,5,20.722520828247106,53.60214090007865,54.98145530166257,52.87610892365004
70,12,"['2008', 'w19']",2008,200819,2008-05-10,5,20.722520828247106,39.81351806672853,38.499005872846226,40.63548011258346
71,19,"['2008', 'w20']",2008,200820,2008-05-17,5,20.722520828247106,127.11139015292048,134.95771078441453,122.98663831651345
72,12,"['2008', 'w21']",2008,200821,2008-05-24,5,20.722520828247106,70.48600637867992,67.49726602858392,72.46972757004205
73,20,"['2008', 'w22']",2008,200822,2008-05-31,5,20.722520828247106,70.52591218130759,68.1032261081364,71.64617382494295
74,21,"['2008', 'w23']",2008,200823,2008-06-07,6,20.963748455047604,66.5113481371215,63.81716551619451,68.05565989895531
75,23,"['2008', 'w24']",2008,200824,2008-06-14,6,20.963748455047604,31.55702367771851,29.46219145272665,32.66733979510873
76,15,"['2008', 'w25']",2008,200825,2008-06-21,6,20.963748455047604,72.49242761358154,70.09884488317701,73.8663316706538
77,13,"['2008', 'w26']",2008,200826,2008-06-28,6,20.963748455047604,68.34663651810868,65.57239499506744,69.86939027128423
78,7,"['2008', 'w27']",2008,200827,2008-07-05,7,21.0548596382141,38.01118573057785,41.86522914568583,36.18400663258639
79,15,"['2008', 'w28']",2008,200828,2008-07-12,7,21.0548596382141,73.89032424913627,74.37041517847402,73.73979291019535
80,15,"['2008', 'w29']",2008,200829,2008-07-19,7,21.0548596382141,19.337259087380534,19.054953882890047,19.447997258466888
81,17,"['2008', 'w30']",2008,200830,2008-07-26,7,21.0548596382141,57.27463177984139,57.38996559548493,57.31970056257149
82,10,"['2008', 'w31']",2008,200831,2008-08-02,8,20.8694314956665,31.599796630190372,29.59676495381599,32.571973144657946
83,15,"['2008', 'w32']",2008,200832,2008-08-09,8,20.8694314956665,54.56782910104687,53.62552886861534,55.073471203143384
84,21,"['2008', 'w33']",2008,200833,2008-08-16,8,20.8694314956665,78.72972400398815,79.57994886250889,78.39671522613247
85,12,"['2008', 'w34']",2008,200834,2008-08-23,8,20.8694314956665,85.51756048978345,81.45686167933516,87.75320825305289
86,23,"['2008', 'w35']",2008,200835,2008-08-30,8,20.8694314956665,69.23075956799957,71.82058530706139,67.97898950180316
87,16,"['2008', 'w36']",2008,200836,2008-09-06,9,20.8001532554626,14.307816801142785,14.370295436601133,14.232351092800965
88,22,"['2008', 'w37']",2008,200837,2008-09-13,9,20.8001532554626,78.82354372933747,77.05176023446421,79.66331971666686
89,14,"['2008', 'w38']",2008,200838,2008-09-20,9,20.8001532554626,56.448042408769524,59.03379682826536,54.983085851350424
90,16,"['2008', 'w39']",2008,200839,2008-09-27,9,20.8001532554626,89.93891589453581,89.7177707584584,90.06782169553203
91,18,"['2008', 'w40']",2008,200840,2008-10-04,10,20.0544066429138,52.12573963411162,53.258623750659,51.626442665327644
92,22,"['2008', 'w41']",2008,200841,2008-10-11,10,20.0544066429138,75.78452673334354,77.80402468252872,74.74580731717269
93,19,"['2008', 'w42']",2008,200842,2008-10-18,10,20.0544066429138,53.96154068080296,51.489189639068464,55.17193773177432
94,15,"['2008', 'w43']",2008,200843,2008-10-25,10,20.0544066429138,52.311383798811704,54.767463245484,51.102760589882315
95,25,"['2008', 'w44']",2008,200844,2008-11-01,11,20.0206441879272,62.142325554085026,65.95879545257864,60.051639525856956
96,23,"['2008', 'w45']",2008,200845,2008-11-08,11,20.0206441879272,45.684662098580226,48.82896383165738,44.23280242682042
97,10,"['2008', 'w46']",2008,200846,2008-11-15,11,20.0206441879272,71.78997981980984,74.64722292987621,70.17312241936506
98,19,"['2008', 'w47']",2008,200847,2008-11-22,11,20.0206441879272,86.13355977872436,86.68390284644234,86.1200189012992
99,15,"['2008', 'w48']",2008,200848,2008-11-29,11,20.0206441879272,2.7248944818451357,0.13500652773944652,3.8721333067179056
100,17,"['2008', 'w49']",2008,200849,2008-12-06,12,19.9250683784485,59.90237092061694,60.87218467532725,59.25286671558335
101,13,"['2008', 'w50']",2008,200850,2008-12-13,12,19.9250683784485,7.2861054577725985,5.841833879867037,8.22461068807982
102,19,"['2008', 'w51']",2008,200851,2008-12-20,12,19.9250683784485,0.0,0.0,0.0
103,16,"['2008', 'w52']",2008,200852,2008-12-27,12,19.9250683784485,0.08685588538273703,0.0,0.12543669664854384
104,4,"['2009', 'w01']",2009,200901,2009-01-03,1,20.5160541534424,27.864515211167422,31.91680024280641,25.912793014688408
105,4,"['2009', 'w02']",2009,200902,2009-01-10,1,20.5160541534424,15.865106921694306,20.73351996877919,13.616226297237194
106,3,"['2009', 'w03']",2009,200903,2009-01-17,1,20.5160541534424,52.91974502287161,48.42468730263089,54.99628142496067
107,2,"['2009', 'w04']",2009,200904,2009-01-24,1,20.5160541534424,18.591394750883946,17.317799046650027,19.07321349237497
108,3,"['2009', 'w05']",2009,200905,2009-01-31,1,20.5160541534424,11.55201464324481,16.23032961306365,9.443029041372162
109,1,"['2009', 'w06']",2009,200906,2009-02-07,2,20.5299735069275,44.56620636556264,46.969223139942564,43.500679895019175
110,1,"['2009', 'w07']",2009,200907,2009-02-14,2,20.5299735069275,26.16536154884271,31.11963510052594,23.889745188039512
111,3,"['2009', 'w08']",2009,200908,2009-02-21,2,20.5299735069275,20.476978158771765,20.85010441535913,20.352789594423594
112,1,"['2009', 'w09']",2009,200909,2009-02-28,2,20.5299735069275,42.34962216411275,42.71232911906957,42.18297582528089
113,1,"['2009', 'w10']",2009,200910,2009-03-07,3,20.278254032135,19.066670825842472,19.41615639423979,18.88238762505605
114,2,"['2009', 'w11']",2009,200911,2009-03-14,3,20.278254032135,41.56376482876431,45.74629733504881,39.74245499681145
115,4,"['2009', 'w12']",2009,200912,2009-03-21,3,20.278254032135,62.67812826352961,61.84840940346464,62.99035251921678
116,0,"['2009', 'w13']",2009,200913,2009-03-28,3,20.278254032135,80.54186065638616,78.09136001292056,81.9912920405409
117,2,"['2009', 'w14']",2009,200914,2009-04-04,4,21.0676741600037,29.43022901722427,31.100902627401307,28.82214780118851
118,3,"['2009', 'w15']",2009,200915,2009-04-11,4,21.0676741600037,48.97890432673192,48.44847684804944,49.21596561715013
119,2,"['2009', 'w16']",2009,200916,2009-04-18,4,21.0676741600037,29.977908902383124,30.80756495701518,29.578501318032213
120,0,"['2009', 'w17']",2009,200917,2009-04-25,4,21.0676741600037,49.055779747954,48.717638669267366,49.14009117336767
121,1,"['2009', 'w18']",2009,200918,2009-05-02,5,21.1570706367493,94.04840292426313,96.81357235609043,92.78806595903579
122,0,"['2009', 'w19']",2009,200919,2009-05-09,5,21.1570706367493,46.12086458834301,42.40623574786716,47.68741904261746
123,5,"['2009', 'w20']",2009,200920,2009-05-16,5,21.1570706367493,26.39049417470513,26.132359999619823,26.44795033633305
124,5,"['2009', 'w21']",2009,200921,2009-05-23,5,21.1570706367493,27.66196572802989,26.282867095781413,28.33463836384208
125,5,"['2009', 'w22']",2009,200922,2009-05-30,5,21.1570706367493,30.73092391583439,29.105887885715646,31.50895522333517
126,7,"['2009', 'w23']",2009,200923,2009-06-06,6,21.1798071861267,58.11538937042592,56.44104684493393,59.150686090153066
127,6,"['2009', 'w24']",2009,200924,2009-06-13,6,21.1798071861267,52.35233401144402,49.036320644185174,54.07439570334289
128,3,"['2009', 'w25']",2009,200925,2009-06-20,6,21.1798071861267,45.68615318478572,45.035202247969764,46.18469301101799
129,6,"['2009', 'w26']",2009,200926,2009-06-27,6,21.1798071861267,41.2476759437327,41.422871240210426,41.258569949469425
130,7,"['2009', 'w27']",2009,200927,2009-07-04,7,21.6736097335815,42.19865229543071,41.99215926824561,42.30042566425705
131,8,"['2009', 'w28']",2009,200928,2009-07-11,7,21.6736097335815,4.8228355107901235,5.65536561127446,4.425755580356097
132,5,"['2009', 'w29']",2009,200929,2009-07-18,7,21.6736097335815,25.237511401033224,26.28307172411306,24.70214719563332
133,6,"['2009', 'w30']",2009,200930,2009-07-25,7,21.6736097335815,2.901729140174255,2.7252853782856525,2.987379376294653
134,6,"['2009', 'w31']",2009,200931,2009-08-01,8,21.9327993392944,31.291949238064,29.163193054706003,32.3997264147559
135,5,"['2009', 'w32']",2009,200932,2009-08-08,8,21.9327993392944,20.059008615112425,18.20936619371608,20.863210647288245
136,14,"['2009', 'w33']",2009,200933,2009-08-15,8,21.9327993392944,37.29401492721895,33.74613739718562,38.877545335634345
137,10,"['2009', 'w34']",2009,200934,2009-08-22,8,21.9327993392944,29.277635658115553,32.18507082082223,28.10227439223616
138,10,"['2009', 'w35']",2009,200935,2009-08-29,8,21.9327993392944,23.97864717763565,21.538349634898463,25.026059511017056
139,7,"['2009', 'w36']",2009,200936,2009-09-05,9,21.848070144653306,11.266215667632109,11.839299721879087,10.977964584395409
140,6,"['2009', 'w37']",2009,200937,2009-09-12,9,21.848070144653306,58.488922477066886,58.58780112980645,58.264327582976854
141,10,"['2009', 'w38']",2009,200938,2009-09-19,9,21.848070144653306,17.523574385535582,16.146058497451932,18.102051704435183
142,25,"['2009', 'w39']",2009,200939,2009-09-26,9,21.848070144653306,13.779572053606133,13.645142121245895,13.834267658504276
143,20,"['2009', 'w40']",2009,200940,2009-10-03,10,21.0984172821045,40.850301681830075,41.61897906796368,40.433023131060686
144,18,"['2009', 'w41']",2009,200941,2009-10-10,10,21.0984172821045,64.30607286591703,66.99906875131211,62.967246652888434
145,15,"['2009', 'w42']",2009,200942,2009-10-17,10,21.0984172821045,51.07282754879572,52.96658256871689,50.10970617579596
146,13,"['2009', 'w43']",2009,200943,2009-10-24,10,21.0984172821045,68.20977647306027,70.7728437349992,67.07428181112165
147,11,"['2009', 'w44']",2009,200944,2009-10-31,10,21.0984172821045,68.49901436983569,68.29129168238617,68.62952844341362
148,13,"['2009', 'w45']",2009,200945,2009-11-07,11,21.300679206848105,54.6755361859879,56.467313965507174,53.78762300101762
149,15,"['2009', 'w46']",2009,200946,2009-11-14,11,21.300679206848105,39.112801453049705,42.06271579115863,37.78224703266887
150,12,"['2009', 'w47']",2009,200947,2009-11-21,11,21.300679206848105,8.510452835483756,7.5922329507588175,8.914727532642761
151,26,"['2009', 'w48']",2009,200948,2009-11-28,11,21.300679206848105,18.94384354561829,19.632636446883712,18.65315236972028
152,16,"['2009', 'w49']",2009,200949,2009-12-05,12,21.6294956207275,0.0,0.0,0.0
153,24,"['2009', 'w50']",2009,200950,2009-12-12,12,21.6294956207275,44.97379086521897,39.958357792084925,47.130153791537076
154,21,"['2009', 'w51']",2009,200951,2009-12-19,12,21.6294956207275,31.40040414369151,35.52872205794146,29.66255392814943
155,16,"['2009', 'w52']",2009,200952,2009-12-26,12,21.6294956207275,0.0,0.0,0.0
156,30,"['2010', 'w01']",2010,201001,2010-01-02,1,21.957200050354,0.0,0.0,0.0
157,36,"['2010', 'w02']",2010,201002,2010-01-09,1,21.957200050354,0.0,0.0,0.0
158,37,"['2010', 'w03']",2010,201003,2010-01-16,1,21.957200050354,0.0,0.0,0.0
159,46,"['2010', 'w04']",2010,201004,2010-01-23,1,21.957200050354,34.33897968817115,35.2191533441129,33.933658018297486
160,83,"['2010', 'w05']",2010,201005,2010-01-30,1,21.957200050354,0.0,0.0,0.0
161,83,"['2010', 'w06']",2010,201006,2010-02-06,2,22.0087933540344,0.0,0.0,0.0
162,96,"['2010', 'w07']",2010,201007,2010-02-13,2,22.0087933540344,12.339679831631935,13.133823267618814,11.992603825273099
163,95,"['2010', 'w08']",2010,201008,2010-02-20,2,22.0087933540344,33.5296000416795,35.06402397409154,32.838296367418586
164,115,"['2010', 'w09']",2010,201009,2010-02-27,2,22.0087933540344,18.35178653409096,19.617997569853557,17.727385930760764
165,110,"['2010', 'w10']",2010,201010,2010-03-06,3,23.0559453964233,20.06195773484561,22.02853646209275,19.218280805595526
166,136,"['2010', 'w11']",2010,201011,2010-03-13,3,23.0559453964233,21.740240518381363,20.85492865198476,22.11930448293578
167,133,"['2010', 'w12']",2010,201012,2010-03-20,3,23.0559453964233,0.7138460723867406,0.2397630316047853,0.9175622976047122
168,168,"['2010', 'w13']",2010,201013,2010-03-27,3,23.0559453964233,47.64735721765979,46.6571702607012,48.06063807910242
169,234,"['2010', 'w14']",2010,201014,2010-04-03,4,22.06498336791989,77.66806611474674,78.73471207134966,77.25257603313068
170,314,"['2010', 'w15']",2010,201015,2010-04-10,4,22.06498336791989,50.73311636594122,51.85821753239286,50.23294637949822
171,445,"['2010', 'w16']",2010,201016,2010-04-17,4,22.06498336791989,24.21288725864305,20.309985029294296,26.05170644466229
172,511,"['2010', 'w17']",2010,201017,2010-04-24,4,22.06498336791989,64.8227943850399,69.58907442415396,62.59070055311319
173,562,"['2010', 'w18']",2010,201018,2010-05-01,5,21.827556610107397,57.27511170047694,56.379277562404035,57.65272033586257
174,645,"['2010', 'w19']",2010,201019,2010-05-08,5,21.827556610107397,52.778983906974474,51.435334543329496,53.24799108645306
175,731,"['2010', 'w20']",2010,201020,2010-05-15,5,21.827556610107397,55.14310625960144,55.04070405867941,55.05054131903049
176,699,"['2010', 'w21']",2010,201021,2010-05-22,5,21.827556610107397,72.46720220791981,74.55095497490707,71.47722623383791
177,734,"['2010', 'w22']",2010,201022,2010-05-29,5,21.827556610107397,65.00375756871267,67.08359578496592,63.946419074855356
178,820,"['2010', 'w23']",2010,201023,2010-06-05,6,21.4643564224243,36.05440854190736,36.546158544568044,36.018078782253546
179,782,"['2010', 'w24']",2010,201024,2010-06-12,6,21.4643564224243,53.86718214684644,54.88558878092374,53.53470759245266
180,655,"['2010', 'w25']",2010,201025,2010-06-19,6,21.4643564224243,70.16669392570836,68.94874031048465,70.96037759686078
181,651,"['2010', 'w26']",2010,201026,2010-06-26,6,21.4643564224243,39.9124037182525,37.33577690308796,41.25801894010811
182,572,"['2010', 'w27']",2010,201027,2010-07-03,7,21.303644657135,56.60202645449822,56.96984811312911,56.521708377712315
183,537,"['2010', 'w28']",2010,201028,2010-07-10,7,21.303644657135,70.89878392323982,70.93310051701495,70.81456218711726
184,522,"['2010', 'w29']",2010,201029,2010-07-17,7,21.303644657135,71.79932811576522,73.22573147142569,71.31941952944557
185,447,"['2010', 'w30']",2010,201030,2010-07-24,7,21.303644657135,33.278138473424804,30.724553657384316,34.56000377385259
186,536,"['2010', 'w31']",2010,201031,2010-07-31,7,21.303644657135,58.620953048125976,60.00776101909399,58.16785292446588
187,493,"['2010', 'w32']",2010,201032,2010-08-07,8,21.468216419220003,23.432048708424247,20.45779736871305,24.840523028933944
188,493,"['2010', 'w33']",2010,201033,2010-08-14,8,21.468216419220003,42.53136069753739,40.673675344992375,43.466605004389464
189,448,"['2010', 'w34']",2010,201034,2010-08-21,8,21.468216419220003,51.17129013065403,50.95020252218569,51.29735270130435
190,409,"['2010', 'w35']",2010,201035,2010-08-28,8,21.468216419220003,89.09289951131996,87.34072852249884,89.87249513400717
191,347,"['2010', 'w36']",2010,201036,2010-09-04,9,20.712653160095197,73.47751332045495,72.89405780138023,73.59954545684276
192,263,"['2010', 'w37']",2010,201037,2010-09-11,9,20.712653160095197,71.52908677138733,74.0163584805917,70.18295302716413
193,290,"['2010', 'w38']",2010,201038,2010-09-18,9,20.712653160095197,100.32463285770822,103.96076122965792,98.3714974026738
194,209,"['2010', 'w39']",2010,201039,2010-09-25,9,20.712653160095197,66.24611931121693,65.24531078983621,66.70083945593683
195,164,"['2010', 'w40']",2010,201040,2010-10-02,10,20.5556216239929,93.6443840674077,99.70395562452973,90.56604717955351
196,166,"['2010', 'w41']",2010,201041,2010-10-09,10,20.5556216239929,13.059640136021695,13.291953775617811,12.971613904872846
197,127,"['2010', 'w42']",2010,201042,2010-10-16,10,20.5556216239929,40.39075043346168,35.16197459501921,42.89991307150871
198,121,"['2010', 'w43']",2010,201043,2010-10-23,10,20.5556216239929,67.19670346606807,72.06607540609754,64.85059445872871
199,80,"['2010', 'w44']",2010,201044,2010-10-30,10,20.5556216239929,90.96912762533888,98.29023192861807,87.57222435175969
200,89,"['2010', 'w45']",2010,201045,2010-11-06,11,19.8367033004761,76.41275329449599,80.55735334497719,74.47678508814569
201,67,"['2010', 'w46']",2010,201046,2010-11-13,11,19.8367033004761,90.95422194135355,96.59545182490696,88.4850651406617
202,42,"['2010', 'w47']",2010,201047,2010-11-20,11,19.8367033004761,40.93106643443413,40.98769806479486,40.98670891383844
203,44,"['2010', 'w48']",2010,201048,2010-11-27,11,19.8367033004761,89.97355124783306,99.70011373464612,85.70346065866856
204,46,"['2010', 'w49']",2010,201049,2010-12-04,12,20.3009362220764,32.37411870884806,25.00888313072315,35.65779373110337
205,47,"['2010', 'w50']",2010,201050,2010-12-11,12,20.3009362220764,68.41859587739793,71.65070696568144,67.05583246509468
206,33,"['2010', 'w51']",2010,201051,2010-12-18,12,20.3009362220764,23.418240397385283,24.411896808826985,22.90701506873681
207,27,"['2010', 'w52']",2010,201052,2010-12-25,12,20.3009362220764,17.430974994344318,19.048171098681465,16.702263816147436
208,38,"['2011', 'w01']",2011,201101,2011-01-01,1,20.8931384086609,33.115688557320446,40.93984941768185,29.673230749527587
209,29,"['2011', 'w02']",2011,201102,2011-01-08,1,20.8931384086609,25.703549291374394,22.95105258370367,26.85957206022777
210,29,"['2011', 'w03']",2011,201103,2011-01-15,1,20.8931384086609,6.622354847319581,11.394550205083284,4.385247747875477
211,26,"['2011', 'w04']",2011,201104,2011-01-22,1,20.8931384086609,6.046471311094169,1.0617887948446227,8.216306202884612
212,19,"['2011', 'w05']",2011,201105,2011-01-29,1,20.8931384086609,0.0,0.0,0.0
213,14,"['2011', 'w06']",2011,201106,2011-02-05,2,20.9245920181274,51.76195969099695,59.39745063989059,48.302048578878576
214,13,"['2011', 'w07']",2011,201107,2011-02-12,2,20.9245920181274,67.45956677556485,75.19037344674555,63.676205126343966
215,14,"['2011', 'w08']",2011,201108,2011-02-19,2,20.9245920181274,4.4852271912542525,4.160965092285822,4.600078144926752
216,19,"['2011', 'w09']",2011,201109,2011-02-26,2,20.9245920181274,36.634300991948756,36.72549140418785,36.68765432458628
217,14,"['2011', 'w10']",2011,201110,2011-03-05,3,20.644660949707,48.14569643173407,50.47506682031973,47.01407928914977
218,9,"['2011', 'w11']",2011,201111,2011-03-12,3,20.644660949707,5.221074613522228,6.12157903109196,4.807567368467309
219,14,"['2011', 'w12']",2011,201112,2011-03-19,3,20.644660949707,98.19884099396359,100.33471798873757,97.18703833048667
220,7,"['2011', 'w13']",2011,201113,2011-03-26,3,20.644660949707,21.361424173856708,18.842537722956152,22.535461457886424
221,15,"['2011', 'w14']",2011,201114,2011-04-02,4,20.8045663833618,70.30216634542086,75.64641315718204,67.78521688136374
222,18,"['2011', 'w15']",2011,201115,2011-04-09,4,20.8045663833618,119.56049930676352,120.04866457860828,119.53548472594528
223,16,"['2011', 'w16']",2011,201116,2011-04-16,4,20.8045663833618,71.54996945771467,69.39548222408202,72.90769067049781
224,16,"['2011', 'w17']",2011,201117,2011-04-23,4,20.8045663833618,111.55816800483923,116.92158063759553,108.73375871242895
225,9,"['2011', 'w18']",2011,201118,2011-04-30,4,20.8045663833618,36.35670250889207,36.07310969587686,36.44061403903711
226,12,"['2011', 'w19']",2011,201119,2011-05-07,5,21.256463050842303,70.59282579022147,69.17725006255553,71.05443446764406
227,15,"['2011', 'w20']",2011,201120,2011-05-14,5,21.256463050842303,27.71943214748321,28.372780620879027,27.365573463642487
228,22,"['2011', 'w21']",2011,201121,2011-05-21,5,21.256463050842303,85.18200616499361,92.34759890238443,81.73599052515388
229,14,"['2011', 'w22']",2011,201122,2011-05-28,5,21.256463050842303,62.48597139470717,55.65090446610383,65.73149615803618
230,22,"['2011', 'w23']",2011,201123,2011-06-04,6,21.428332328796397,33.60792269605271,36.394862794415396,32.26067289215809
231,18,"['2011', 'w24']",2011,201124,2011-06-11,6,21.428332328796397,24.89602863490209,24.76817772676404,25.032809345796537
232,18,"['2011', 'w25']",2011,201125,2011-06-18,6,21.428332328796397,62.616737873816824,63.95184789464094,62.27822867023747
233,21,"['2011', 'w26']",2011,201126,2011-06-25,6,21.428332328796397,57.895941891121176,54.93477734229416,59.35948278674486
234,26,"['2011', 'w27']",2011,201127,2011-07-02,7,21.58281135559081,11.822043588634427,12.733457397262836,11.41113199731962
235,19,"['2011', 'w28']",2011,201128,2011-07-09,7,21.58281135559081,64.70844182991266,64.8751108246725,64.66802693549941
236,11,"['2011', 'w29']",2011,201129,2011-07-16,7,21.58281135559081,28.89242576157793,29.322525590686983,28.728388466961075
237,9,"['2011', 'w30']",2011,201130,2011-07-23,7,21.58281135559081,46.090680124986456,46.43050474579207,45.928404239255066
238,16,"['2011', 'w31']",2011,201131,2011-07-30,7,21.58281135559081,38.78715942581843,36.975763506589885,39.73633541319632
239,12,"['2011', 'w32']",2011,201132,2011-08-06,8,21.7988586425781,14.880213257442875,15.582085097124036,14.684771953531909
240,12,"['2011', 'w33']",2011,201133,2011-08-13,8,21.7988586425781,56.08573565405511,54.691479166694315,56.848192038710614
241,15,"['2011', 'w34']",2011,201134,2011-08-20,8,21.7988586425781,36.04886839446497,35.020486897546895,36.50989876954846
242,20,"['2011', 'w35']",2011,201135,2011-08-27,8,21.7988586425781,26.350320255204352,25.813363363662205,26.63129160170419
243,9,"['2011', 'w36']",2011,201136,2011-09-03,9,21.2447719573975,41.11790090478557,40.26939503950773,41.35069141805954
244,10,"['2011', 'w37']",2011,201137,2011-09-10,9,21.2447719573975,62.44470202191751,59.346308842488526,63.73976087839529
245,14,"['2011', 'w38']",2011,201138,2011-09-17,9,21.2447719573975,58.232660143187395,64.57138983224326,55.171976903957656
246,14,"['2011', 'w39']",2011,201139,2011-09-24,9,21.2447719573975,35.485114544219755,36.670273682460696,34.82234849156269
247,7,"['2011', 'w40']",2011,201140,2011-10-01,10,20.200500011444106,61.14189894059126,64.89516721624108,59.411058943249024
248,14,"['2011', 'w41']",2011,201141,2011-10-08,10,20.200500011444106,67.79271509859232,73.2096038233255,65.26678017044412
249,12,"['2011', 'w42']",2011,201142,2011-10-15,10,20.200500011444106,83.30398733736726,84.21296326918305,82.84066787683959
250,9,"['2011', 'w43']",2011,201143,2011-10-22,10,20.200500011444106,40.12318995740446,39.66054119257535,40.382243588560044
251,12,"['2011', 'w44']",2011,201144,2011-10-29,10,20.200500011444106,53.38298737383604,53.61800746065408,53.20197083149568
252,6,"['2011', 'w45']",2011,201145,2011-11-05,11,20.454237461090106,49.73102431840385,51.01075847897553,49.3750696920239
253,7,"['2011', 'w46']",2011,201146,2011-11-12,11,20.454237461090106,84.57397839781339,98.49914199073534,77.94442289337766
254,11,"['2011', 'w47']",2011,201147,2011-11-19,11,20.454237461090106,62.752982340109654,60.27162746761157,63.93017331281507
255,9,"['2011', 'w48']",2011,201148,2011-11-26,11,20.454237461090106,52.3628251137811,53.61989935262192,51.756848259420345
256,14,"['2011', 'w49']",2011,201149,2011-12-03,12,20.7363538742065,56.48781671810508,78.54354142820202,46.87942066528761
257,14,"['2011', 'w50']",2011,201150,2011-12-10,12,20.7363538742065,56.09351053225978,35.587378580213155,65.62293077538685
258,17,"['2011', 'w51']",2011,201151,2011-12-17,12,20.7363538742065,48.815936887965485,46.131911221103394,49.62481657649617
259,22,"['2011', 'w52']",2011,201152,2011-12-24,12,20.7363538742065,30.300541045370327,30.674983573766152,30.077190415330247
260,16,"['2012', 'w01']",2012,201201,2012-01-07,1,21.2887105941772,1.4519607928279643,0.036936365579061464,2.077507409476286
